0,1.12333345413208
1,0.6279997825622559
2,-0.21536827087402344
3,11.454035758972168
4,20.451663970947266
5,-6.616664886474609
6,-5.314582824707031
7,6.0545501708984375
8,-2.933717727661133
9,-2.822916030883789
10,-5.129167556762695
11,-4.556249618530273
12,-4.054165840148926
13,0.41666603088378906
14,0.2958335876464844
15,0.06208324432373047
16,-1.0329160690307617
17,-1.2189207077026367
18,-1.6956634521484375
19,1.270833969116211
20,0.28125
21,-2.352083206176758
22,-0.8541669845581055
23,-0.6979165077209473
24,7.4354166984558105
25,13.412500381469727
26,0.7041664123535156
27,-19.3125
28,1.1499996185302734
29,0.65625
30,-3.983333110809326
31,-3.3500003814697266
32,0.32291698455810547
33,-0.5291666984558105
34,1.6471261978149414
35,1.5334291458129883
36,1.519444465637207
37,-1.734013557434082
38,-0.01598644256591797
39,11.875170707702637
40,17.053997039794922
41,3.7229156494140625
42,-1.9708328247070312
43,-2.9041671752929688
44,-1.8833351135253906
45,-2.9312477111816406
46,-4.2145843505859375
47,-6.164583206176758
48,-1.3354167938232422
49,-0.9026775360107422
